question,answer_llm,answer_orig,document
"Are the course materials free, and does the paid support community change that?","No. The course content remains free, and the paid support community does not change that. The paid community is only optional extra support with things like regular Zoom office hours and more structure.","There are no separate live sessions for every module by default. Module materials are pre-recorded and available in the course repo.

Live sessions are announced separately when they happen. If you are stuck, ask your question in Slack and follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).

Optional extra support is available through [AI Shipping Labs](https://datatalks.club/docs/courses/llm-zoomcamp/ai-shipping-labs/), a paid community that includes regular Zoom office hours and additional structure. This is optional; the DataTalks.Club course content remains free.",d65e05bd7a
Can I count Bluesky posts as learning in public credits for the course?,Yes. Bluesky posts can be used for learning in public credits for the course.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Are Bluesky updates accepted for learning in public credits?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
"If I post about the course on Bluesky, does that qualify for public learning credit?",Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Does the course allow using Bluesky for learning in public credits?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Can I get learning in public credit by sharing course progress on Bluesky?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
What is the Telegram channel for LLM Zoomcamp?,The Telegram channel for LLM Zoomcamp is: https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Where can I find the LLM Zoomcamp Telegram group or channel link?,"You can find it here: https://t.me/llm_zoomcamp

Use it for announcements. For technical discussion and questions, use the course Slack channel.","The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
"Is there a Telegram channel for this course, and what is it used for?","Yes — the Telegram channel is **https://t.me/llm_zoomcamp**.

It is used for **announcements**. For technical discussion and questions, use the **course Slack channel**.","The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Should I use the Telegram channel or Slack for technical questions in LLM Zoomcamp?,"Use the **course Slack channel** for technical discussion and questions.

The **Telegram channel** is for **announcements** only.","The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Where do course announcements get posted for LLM Zoomcamp?,Course announcements get posted in the **LLM Zoomcamp Telegram channel**: https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Why does the FAQ dataset have a different number of records than the one shown in the videos?,"The FAQ dataset is loaded from a live dataset, so its contents change over time. New questions can be added and old ones removed, which changes the number of records. The videos were recorded in May 2026, so the count you see now may be different from the one shown in the videos.","We load the data from the live FAQ dataset, which changes over time: new questions are added and old ones are deleted. The videos were recorded in May 2026, so by the time you run the code the count is different from what you see in the videos.",e2d595f23c
